settlement_date,settlement_period,price_gbp_per_mwh
2025-04-06,48,73.42
2025-04-07,1,69.52
2025-04-07,2,68.54
2025-04-07,3,68.16
2025-04-07,4,71.49
2025-04-07,5,66.24
2025-04-07,6,68.69
2025-04-07,7,72.84
2025-04-07,8,68.97
2025-04-07,9,75.38
2025-04-07,10,73.48
2025-04-07,11,81.69
2025-04-07,12,88.9
2025-04-07,13,101.27
2025-04-07,14,116.82
2025-04-07,15,118.29
2025-04-07,16,123.42
2025-04-07,17,106.42
2025-04-07,18,98.39
2025-04-07,19,95.01
2025-04-07,20,86.12
2025-04-07,21,76.4
2025-04-07,22,76.19
2025-04-07,23,81.24
2025-04-07,24,70.76
2025-04-07,25,70.36
2025-04-07,26,69.33
2025-04-07,27,73.77
2025-04-07,28,71.08
2025-04-07,29,68.58
2025-04-07,30,71.21
2025-04-07,31,63.25
2025-04-07,32,64.06
2025-04-07,33,63.18
2025-04-07,34,58.12
2025-04-07,35,73.78
2025-04-07,36,70.0
2025-04-07,37,80.53
2025-04-07,38,89.48
2025-04-07,39,108.8
2025-04-07,40,110.45
2025-04-07,41,98.09
2025-04-07,42,100.17
2025-04-07,43,96.93
2025-04-07,44,87.73
2025-04-07,45,82.81
2025-04-07,46,80.43
2025-04-07,47,81.32
2025-04-07,48,78.01
2025-04-08,1,80.22
2025-04-08,2,78.76
2025-04-08,3,74.87
2025-04-08,4,75.88
2025-04-08,5,78.58
2025-04-08,6,79.53
2025-04-08,7,82.65
2025-04-08,8,79.82
2025-04-08,9,77.34
2025-04-08,10,76.79
2025-04-08,11,78.54
2025-04-08,12,78.43
2025-04-08,13,112.58
2025-04-08,14,126.6
2025-04-08,15,115.71
2025-04-08,16,113.27
2025-04-08,17,99.82
2025-04-08,18,90.76
2025-04-08,19,85.5
2025-04-08,20,86.66
2025-04-08,21,85.12
2025-04-08,22,82.44
2025-04-08,23,79.1
2025-04-08,24,81.83
2025-04-08,25,81.71
2025-04-08,26,78.3
2025-04-08,27,75.96
2025-04-08,28,76.62
2025-04-08,29,76.1
2025-04-08,30,76.36
2025-04-08,31,77.89
2025-04-08,32,80.88
2025-04-08,33,81.06
2025-04-08,34,72.37
2025-04-08,35,88.93
2025-04-08,36,94.24
2025-04-08,37,103.71
2025-04-08,38,109.03
2025-04-08,39,111.86
2025-04-08,40,111.18
2025-04-08,41,111.77
2025-04-08,42,110.43
2025-04-08,43,105.3
2025-04-08,44,89.47
2025-04-08,45,92.53
2025-04-08,46,95.27
2025-04-08,47,90.02
2025-04-08,48,90.52
2025-04-09,1,87.57
2025-04-09,2,84.32
2025-04-09,3,83.23
2025-04-09,4,83.6
2025-04-09,5,82.26
2025-04-09,6,80.71
2025-04-09,7,88.54
2025-04-09,8,89.64
2025-04-09,9,88.14
2025-04-09,10,84.49
2025-04-09,11,88.09
2025-04-09,12,87.32
2025-04-09,13,91.0
2025-04-09,14,106.93
2025-04-09,15,100.81
2025-04-09,16,111.32
2025-04-09,17,94.88
2025-04-09,18,87.39
2025-04-09,19,83.81
2025-04-09,20,83.42
2025-04-09,21,91.72
2025-04-09,22,96.32
2025-04-09,23,94.31
2025-04-09,24,92.79
2025-04-09,25,92.94
2025-04-09,26,93.18
2025-04-09,27,86.56
2025-04-09,28,82.08
2025-04-09,29,80.37
2025-04-09,30,81.56
2025-04-09,31,81.96
2025-04-09,32,83.42
2025-04-09,33,82.99
2025-04-09,34,80.07
2025-04-09,35,83.16
2025-04-09,36,90.2
2025-04-09,37,103.72
2025-04-09,38,103.52
2025-04-09,39,98.61
2025-04-09,40,101.82
2025-04-09,41,98.84
2025-04-09,42,93.88
2025-04-09,43,84.95
2025-04-09,44,82.03
2025-04-09,45,82.27
2025-04-09,46,80.5
2025-04-09,47,72.27
2025-04-09,48,70.96
2025-04-10,1,70.37
2025-04-10,2,68.59
2025-04-10,3,68.52
2025-04-10,4,69.08
2025-04-10,5,67.54
2025-04-10,6,65.55
2025-04-10,7,67.05
2025-04-10,8,66.93
2025-04-10,9,74.11
2025-04-10,10,72.39
2025-04-10,11,81.63
2025-04-10,12,82.83
2025-04-10,13,91.61
2025-04-10,14,111.38
2025-04-10,15,120.4
2025-04-10,16,126.48
2025-04-10,17,113.24
2025-04-10,18,107.23
2025-04-10,19,100.75
2025-04-10,20,94.44
2025-04-10,21,89.46
2025-04-10,22,94.79
2025-04-10,23,83.11
2025-04-10,24,77.65
2025-04-10,25,74.95
2025-04-10,26,72.43
2025-04-10,27,67.13
2025-04-10,28,64.25
2025-04-10,29,62.45
2025-04-10,30,61.12
2025-04-10,31,56.18
2025-04-10,32,54.79
2025-04-10,33,60.17
2025-04-10,34,70.18
2025-04-10,35,71.61
2025-04-10,36,68.53
2025-04-10,37,92.38
2025-04-10,38,95.07
2025-04-10,39,96.52
2025-04-10,40,101.44
2025-04-10,41,87.97
2025-04-10,42,83.67
2025-04-10,43,85.09
2025-04-10,44,82.99
2025-04-10,45,75.06
2025-04-10,46,71.81
2025-04-10,47,77.61
2025-04-10,48,74.72
2025-04-11,1,71.76
2025-04-11,2,70.21
2025-04-11,3,68.77
2025-04-11,4,70.01
2025-04-11,5,68.03
2025-04-11,6,65.28
2025-04-11,7,64.72
2025-04-11,8,64.94
2025-04-11,9,68.71
2025-04-11,10,70.34
2025-04-11,11,72.49
2025-04-11,12,73.34
2025-04-11,13,91.68
2025-04-11,14,99.7
2025-04-11,15,106.53
2025-04-11,16,109.79
2025-04-11,17,106.49
2025-04-11,18,99.75
2025-04-11,19,73.03
2025-04-11,20,66.0
2025-04-11,21,66.04
2025-04-11,22,68.22
2025-04-11,23,61.87
2025-04-11,24,59.71
2025-04-11,25,61.2
2025-04-11,26,61.35
2025-04-11,27,59.39
2025-04-11,28,59.33
2025-04-11,29,63.88
2025-04-11,30,64.21
2025-04-11,31,68.99
2025-04-11,32,72.55
2025-04-11,33,78.55
2025-04-11,34,75.29
2025-04-11,35,84.89
2025-04-11,36,79.18
2025-04-11,37,82.13
2025-04-11,38,95.35
2025-04-11,39,96.79
2025-04-11,40,100.22
2025-04-11,41,98.81
2025-04-11,42,95.43
2025-04-11,43,88.55
2025-04-11,44,81.24
2025-04-11,45,81.24
2025-04-11,46,79.19
2025-04-11,47,76.2
2025-04-11,48,85.96
2025-04-12,1,81.44
2025-04-12,2,85.84
2025-04-12,3,82.78
2025-04-12,4,87.24
2025-04-12,5,88.37
2025-04-12,6,86.49
2025-04-12,7,96.57
2025-04-12,8,92.24
2025-04-12,9,93.12
2025-04-12,10,95.55
2025-04-12,11,101.06
2025-04-12,12,100.76
2025-04-12,13,101.14
2025-04-12,14,103.86
2025-04-12,15,83.5
2025-04-12,16,84.08
2025-04-12,17,84.76
2025-04-12,18,80.92
2025-04-12,19,79.61
2025-04-12,20,79.46
2025-04-12,21,78.34
2025-04-12,22,70.33
2025-04-12,23,52.48
2025-04-12,24,46.36
2025-04-12,25,31.47
2025-04-12,26,21.52
2025-04-12,27,7.05
2025-04-12,28,0.86
2025-04-12,29,-3.37
2025-04-12,30,-2.1
2025-04-12,31,-0.86
2025-04-12,32,12.69
2025-04-12,33,33.77
2025-04-12,34,42.11
2025-04-12,35,81.26
2025-04-12,36,75.32
2025-04-12,37,78.95
2025-04-12,38,85.0
2025-04-12,39,80.09
2025-04-12,40,83.93
2025-04-12,41,77.33
2025-04-12,42,85.06
2025-04-12,43,85.87
2025-04-12,44,80.22
2025-04-12,45,77.96
2025-04-12,46,77.1
2025-04-12,47,64.76
2025-04-12,48,70.17
2025-04-13,1,72.58
2025-04-13,2,71.39
2025-04-13,3,72.78
2025-04-13,4,74.22
2025-04-13,5,76.47
2025-04-13,6,67.41
2025-04-13,7,40.97
2025-04-13,8,31.21
2025-04-13,9,23.01
2025-04-13,10,19.44
2025-04-13,11,18.56
2025-04-13,12,36.7
2025-04-13,13,43.63
2025-04-13,14,45.5
2025-04-13,15,62.67
2025-04-13,16,67.47
2025-04-13,17,71.05
2025-04-13,18,80.75
2025-04-13,19,81.96
2025-04-13,20,83.66
2025-04-13,21,82.23
2025-04-13,22,78.51
2025-04-13,23,81.38
2025-04-13,24,81.28
2025-04-13,25,77.54
2025-04-13,26,72.65
2025-04-13,27,59.69
2025-04-13,28,58.61
2025-04-13,29,48.94
2025-04-13,30,45.41
2025-04-13,31,31.53
2025-04-13,32,37.49
2025-04-13,33,62.41
2025-04-13,34,79.36
2025-04-13,35,78.92
2025-04-13,36,79.16
2025-04-13,37,81.18
2025-04-13,38,77.63
2025-04-13,39,84.21
2025-04-13,40,84.66
2025-04-13,41,84.7
2025-04-13,42,80.85
2025-04-13,43,68.98
2025-04-13,44,66.22
2025-04-13,45,67.14
2025-04-13,46,76.64
2025-04-13,47,84.63
2025-04-13,48,86.86
2025-04-14,1,96.42
2025-04-14,2,88.68
2025-04-14,3,85.31
2025-04-14,4,86.09
2025-04-14,5,85.32
2025-04-14,6,77.67
2025-04-14,7,79.04
2025-04-14,8,75.69
2025-04-14,9,84.73
2025-04-14,10,75.93
2025-04-14,11,80.95
2025-04-14,12,75.99
2025-04-14,13,80.0
2025-04-14,14,80.74
2025-04-14,15,92.36
2025-04-14,16,99.58
2025-04-14,17,75.32
2025-04-14,18,51.33
2025-04-14,19,69.81
2025-04-14,20,69.63
2025-04-14,21,55.91
2025-04-14,22,54.35
2025-04-14,23,44.72
2025-04-14,24,42.49
2025-04-14,25,51.87
2025-04-14,26,51.05
2025-04-14,27,61.14
2025-04-14,28,63.87
2025-04-14,29,63.76
2025-04-14,30,64.31
2025-04-14,31,78.74
2025-04-14,32,79.52
2025-04-14,33,83.14
2025-04-14,34,74.54
2025-04-14,35,87.42
2025-04-14,36,87.42
2025-04-14,37,95.92
2025-04-14,38,102.25
2025-04-14,39,94.43
2025-04-14,40,96.48
2025-04-14,41,83.79
2025-04-14,42,82.04
2025-04-14,43,80.74
2025-04-14,44,78.29
2025-04-14,45,76.42
2025-04-14,46,79.87
2025-04-14,47,76.96
2025-04-14,48,77.32
2025-04-15,1,78.63
2025-04-15,2,81.91
2025-04-15,3,84.36
2025-04-15,4,87.39
2025-04-15,5,83.4
2025-04-15,6,78.62
2025-04-15,7,75.79
2025-04-15,8,73.61
2025-04-15,9,73.68
2025-04-15,10,72.65
2025-04-15,11,74.49
2025-04-15,12,82.47
2025-04-15,13,77.19
2025-04-15,14,72.9
2025-04-15,15,71.8
2025-04-15,16,89.23
2025-04-15,17,99.15
2025-04-15,18,100.77
2025-04-15,19,98.41
2025-04-15,20,98.05
2025-04-15,21,99.46
2025-04-15,22,100.03
2025-04-15,23,100.0
2025-04-15,24,91.33
2025-04-15,25,95.71
2025-04-15,26,98.44
2025-04-15,27,88.22
2025-04-15,28,88.29
2025-04-15,29,92.53
2025-04-15,30,92.11
2025-04-15,31,98.25
2025-04-15,32,99.44
2025-04-15,33,91.59
2025-04-15,34,96.61
2025-04-15,35,99.41
2025-04-15,36,99.16
2025-04-15,37,101.29
2025-04-15,38,98.25
2025-04-15,39,88.31
2025-04-15,40,89.75
2025-04-15,41,88.24
2025-04-15,42,87.13
2025-04-15,43,93.96
2025-04-15,44,85.96
2025-04-15,45,90.41
2025-04-15,46,87.84
2025-04-15,47,76.55
2025-04-15,48,79.26
2025-04-16,1,82.74
2025-04-16,2,82.35
2025-04-16,3,79.1
2025-04-16,4,79.15
2025-04-16,5,82.6
2025-04-16,6,74.33
2025-04-16,7,81.69
2025-04-16,8,78.59
2025-04-16,9,74.31
2025-04-16,10,72.89
2025-04-16,11,71.6
2025-04-16,12,65.32
2025-04-16,13,85.38
2025-04-16,14,89.11
2025-04-16,15,106.81
2025-04-16,16,110.32
2025-04-16,17,108.3
2025-04-16,18,108.76
2025-04-16,19,105.24
2025-04-16,20,102.59
2025-04-16,21,95.43
2025-04-16,22,87.52
2025-04-16,23,64.4
2025-04-16,24,60.96
2025-04-16,25,66.51
2025-04-16,26,67.56
2025-04-16,27,67.21
2025-04-16,28,62.37
2025-04-16,29,65.45
2025-04-16,30,67.93
2025-04-16,31,83.23
2025-04-16,32,88.11
2025-04-16,33,78.1
2025-04-16,34,76.25
2025-04-16,35,76.73
2025-04-16,36,82.12
2025-04-16,37,85.75
2025-04-16,38,84.02
2025-04-16,39,90.69
2025-04-16,40,94.17
2025-04-16,41,83.14
2025-04-16,42,85.8
2025-04-16,43,81.68
2025-04-16,44,84.82
2025-04-16,45,82.04
2025-04-16,46,79.23
2025-04-16,47,71.29
2025-04-16,48,72.44
2025-04-17,1,72.08
2025-04-17,2,68.38
2025-04-17,3,67.52
2025-04-17,4,70.98
2025-04-17,5,69.33
2025-04-17,6,68.6
2025-04-17,7,56.73
2025-04-17,8,55.5
2025-04-17,9,61.45
2025-04-17,10,59.71
2025-04-17,11,92.46
2025-04-17,12,90.74
2025-04-17,13,92.87
2025-04-17,14,107.43
2025-04-17,15,106.12
2025-04-17,16,113.11
2025-04-17,17,114.41
2025-04-17,18,106.43
2025-04-17,19,96.83
2025-04-17,20,94.06
2025-04-17,21,90.21
2025-04-17,22,84.11
2025-04-17,23,76.26
2025-04-17,24,80.07
2025-04-17,25,74.85
2025-04-17,26,75.73
2025-04-17,27,76.36
2025-04-17,28,72.92
2025-04-17,29,75.38
2025-04-17,30,76.95
2025-04-17,31,87.6
2025-04-17,32,90.44
2025-04-17,33,91.01
2025-04-17,34,86.37
2025-04-17,35,89.7
2025-04-17,36,98.37
2025-04-17,37,105.04
2025-04-17,38,107.79
2025-04-17,39,105.9
2025-04-17,40,106.0
2025-04-17,41,98.26
2025-04-17,42,100.75
2025-04-17,43,103.26
2025-04-17,44,92.11
2025-04-17,45,91.27
2025-04-17,46,91.56
2025-04-17,47,83.32
2025-04-17,48,81.47
2025-04-18,1,85.55
2025-04-18,2,79.72
2025-04-18,3,80.68
2025-04-18,4,81.99
2025-04-18,5,78.65
2025-04-18,6,78.63
2025-04-18,7,80.82
2025-04-18,8,77.96
2025-04-18,9,78.02
2025-04-18,10,75.83
2025-04-18,11,82.12
2025-04-18,12,83.97
2025-04-18,13,88.02
2025-04-18,14,91.57
2025-04-18,15,89.97
2025-04-18,16,90.74
2025-04-18,17,100.62
2025-04-18,18,99.93
2025-04-18,19,88.76
2025-04-18,20,85.83
2025-04-18,21,85.16
2025-04-18,22,81.73
2025-04-18,23,76.15
2025-04-18,24,68.91
2025-04-18,25,69.35
2025-04-18,26,70.56
2025-04-18,27,71.24
2025-04-18,28,72.7
2025-04-18,29,72.41
2025-04-18,30,71.77
2025-04-18,31,79.77
2025-04-18,32,82.29
2025-04-18,33,86.54
2025-04-18,34,93.12
2025-04-18,35,101.06
2025-04-18,36,101.99
2025-04-18,37,106.39
2025-04-18,38,105.81
2025-04-18,39,107.53
2025-04-18,40,106.5
2025-04-18,41,94.32
2025-04-18,42,95.14
2025-04-18,43,91.04
2025-04-18,44,82.96
2025-04-18,45,88.53
2025-04-18,46,87.63
2025-04-18,47,83.97
2025-04-18,48,81.55
2025-04-19,1,76.7
2025-04-19,2,74.91
2025-04-19,3,77.73
2025-04-19,4,79.54
2025-04-19,5,77.78
2025-04-19,6,75.32
2025-04-19,7,75.64
2025-04-19,8,75.78
2025-04-19,9,68.25
2025-04-19,10,73.29
2025-04-19,11,76.01
2025-04-19,12,72.92
2025-04-19,13,77.22
2025-04-19,14,83.99
2025-04-19,15,83.32
2025-04-19,16,87.66
2025-04-19,17,78.09
2025-04-19,18,75.47
2025-04-19,19,59.1
2025-04-19,20,61.84
2025-04-19,21,65.46
2025-04-19,22,67.3
2025-04-19,23,50.15
2025-04-19,24,42.49
2025-04-19,25,30.83
2025-04-19,26,17.86
2025-04-19,27,21.98
2025-04-19,28,21.46
2025-04-19,29,19.94
2025-04-19,30,17.12
2025-04-19,31,24.46
2025-04-19,32,33.2
2025-04-19,33,52.74
2025-04-19,34,66.3
2025-04-19,35,73.86
2025-04-19,36,77.18
2025-04-19,37,82.44
2025-04-19,38,85.8
2025-04-19,39,104.19
2025-04-19,40,104.53
2025-04-19,41,102.22
2025-04-19,42,106.06
2025-04-19,43,102.09
2025-04-19,44,100.16
2025-04-19,45,98.18
2025-04-19,46,89.08
2025-04-19,47,82.3
2025-04-19,48,84.71
2025-04-20,1,79.15
2025-04-20,2,81.44
2025-04-20,3,82.62
2025-04-20,4,85.52
2025-04-20,5,79.81
2025-04-20,6,75.62
2025-04-20,7,85.14
2025-04-20,8,88.69
2025-04-20,9,91.78
2025-04-20,10,96.18
2025-04-20,11,91.52
2025-04-20,12,89.18
2025-04-20,13,79.45
2025-04-20,14,81.07
2025-04-20,15,84.38
2025-04-20,16,91.8
2025-04-20,17,91.61
2025-04-20,18,92.36
2025-04-20,19,95.77
2025-04-20,20,97.57
2025-04-20,21,96.98
2025-04-20,22,90.73
2025-04-20,23,79.89
2025-04-20,24,76.95
2025-04-20,25,76.98
2025-04-20,26,75.77
2025-04-20,27,73.36
2025-04-20,28,73.28
2025-04-20,29,72.71
2025-04-20,30,73.96
2025-04-20,31,74.43
2025-04-20,32,74.98
2025-04-20,33,90.21
2025-04-20,34,98.39
2025-04-20,35,102.24
2025-04-20,36,104.04
2025-04-20,37,106.22
2025-04-20,38,107.71
2025-04-20,39,109.56
2025-04-20,40,109.68
2025-04-20,41,103.68
2025-04-20,42,103.81
2025-04-20,43,99.83
2025-04-20,44,90.51
2025-04-20,45,98.29
2025-04-20,46,93.49
2025-04-20,47,88.63
2025-04-20,48,88.31
2025-04-21,1,88.76
2025-04-21,2,85.69
2025-04-21,3,81.61
2025-04-21,4,83.09
2025-04-21,5,86.03
2025-04-21,6,79.96
2025-04-21,7,84.75
2025-04-21,8,83.4
2025-04-21,9,86.24
2025-04-21,10,85.63
2025-04-21,11,89.44
2025-04-21,12,95.72
2025-04-21,13,86.25
2025-04-21,14,91.7
2025-04-21,15,88.81
2025-04-21,16,91.66
2025-04-21,17,87.46
2025-04-21,18,89.84
2025-04-21,19,98.19
2025-04-21,20,99.72
2025-04-21,21,100.78
2025-04-21,22,99.82
2025-04-21,23,98.84
2025-04-21,24,99.48
2025-04-21,25,99.39
2025-04-21,26,98.34
2025-04-21,27,94.74
2025-04-21,28,93.16
2025-04-21,29,92.96
2025-04-21,30,90.77
2025-04-21,31,93.44
2025-04-21,32,95.69
2025-04-21,33,94.1
2025-04-21,34,89.94
2025-04-21,35,100.47
2025-04-21,36,97.44
2025-04-21,37,104.78
2025-04-21,38,104.85
2025-04-21,39,108.11
2025-04-21,40,105.9
2025-04-21,41,104.25
2025-04-21,42,102.07
2025-04-21,43,95.07
2025-04-21,44,93.04
2025-04-21,45,89.05
2025-04-21,46,84.83
2025-04-21,47,89.52
2025-04-21,48,82.78
2025-04-22,1,80.05
2025-04-22,2,85.91
2025-04-22,3,74.19
2025-04-22,4,74.99
2025-04-22,5,73.78
2025-04-22,6,71.3
2025-04-22,7,76.18
2025-04-22,8,72.17
2025-04-22,9,72.31
2025-04-22,10,73.74
2025-04-22,11,78.96
2025-04-22,12,77.31
2025-04-22,13,100.32
2025-04-22,14,103.56
2025-04-22,15,120.07
2025-04-22,16,123.98
2025-04-22,17,99.12
2025-04-22,18,91.46
2025-04-22,19,81.95
2025-04-22,20,78.38
2025-04-22,21,80.01
2025-04-22,22,76.51
2025-04-22,23,72.48
2025-04-22,24,71.89
2025-04-22,25,70.87
2025-04-22,26,71.54
2025-04-22,27,73.79
2025-04-22,28,72.46
2025-04-22,29,71.51
2025-04-22,30,73.22
2025-04-22,31,77.54
2025-04-22,32,77.13
2025-04-22,33,76.48
2025-04-22,34,76.45
2025-04-22,35,84.7
2025-04-22,36,84.99
2025-04-22,37,96.12
2025-04-22,38,98.91
2025-04-22,39,104.41
2025-04-22,40,105.08
2025-04-22,41,106.56
2025-04-22,42,106.57
2025-04-22,43,100.9
2025-04-22,44,96.03
2025-04-22,45,86.17
2025-04-22,46,75.79
2025-04-22,47,74.49
2025-04-22,48,68.83
2025-04-23,1,70.25
2025-04-23,2,70.61
2025-04-23,3,68.1
2025-04-23,4,69.13
2025-04-23,5,68.93
2025-04-23,6,68.33
2025-04-23,7,70.25
2025-04-23,8,71.41
2025-04-23,9,68.98
2025-04-23,10,69.06
2025-04-23,11,74.79
2025-04-23,12,69.77
2025-04-23,13,76.66
2025-04-23,14,90.42
2025-04-23,15,81.13
2025-04-23,16,93.88
2025-04-23,17,87.55
2025-04-23,18,85.92
2025-04-23,19,82.03
2025-04-23,20,76.36
2025-04-23,21,73.91
2025-04-23,22,74.39
2025-04-23,23,73.92
2025-04-23,24,73.39
2025-04-23,25,73.93
2025-04-23,26,72.67
2025-04-23,27,70.21
2025-04-23,28,71.87
2025-04-23,29,74.21
2025-04-23,30,71.92
2025-04-23,31,70.62
2025-04-23,32,71.41
2025-04-23,33,88.68
2025-04-23,34,86.61
2025-04-23,35,102.36
2025-04-23,36,105.52
2025-04-23,37,112.67
2025-04-23,38,115.54
2025-04-23,39,118.18
2025-04-23,40,119.03
2025-04-23,41,109.76
2025-04-23,42,107.55
2025-04-23,43,100.65
2025-04-23,44,84.42
2025-04-23,45,85.66
2025-04-23,46,85.44
2025-04-23,47,82.46
2025-04-23,48,71.74
2025-04-24,1,71.49
2025-04-24,2,67.68
2025-04-24,3,67.97
2025-04-24,4,71.94
2025-04-24,5,74.91
2025-04-24,6,69.78
2025-04-24,7,67.86
2025-04-24,8,69.28
2025-04-24,9,68.13
2025-04-24,10,64.56
2025-04-24,11,71.81
2025-04-24,12,63.46
2025-04-24,13,67.71
2025-04-24,14,81.58
2025-04-24,15,85.11
2025-04-24,16,89.32
2025-04-24,17,80.76
2025-04-24,18,81.63
2025-04-24,19,82.54
2025-04-24,20,79.34
2025-04-24,21,81.73
2025-04-24,22,79.82
2025-04-24,23,81.64
2025-04-24,24,76.75
2025-04-24,25,69.89
2025-04-24,26,73.0
2025-04-24,27,76.43
2025-04-24,28,71.1
2025-04-24,29,69.32
2025-04-24,30,69.81
2025-04-24,31,66.72
2025-04-24,32,66.4
2025-04-24,33,67.87
2025-04-24,34,69.1
2025-04-24,35,74.91
2025-04-24,36,79.65
2025-04-24,37,77.91
2025-04-24,38,82.01
2025-04-24,39,90.63
2025-04-24,40,89.49
2025-04-24,41,90.64
2025-04-24,42,90.08
2025-04-24,43,91.53
2025-04-24,44,82.73
2025-04-24,45,84.33
2025-04-24,46,84.64
2025-04-24,47,78.66
2025-04-24,48,81.74
2025-04-25,1,80.11
2025-04-25,2,75.2
2025-04-25,3,76.01
2025-04-25,4,74.33
2025-04-25,5,73.81
2025-04-25,6,72.53
2025-04-25,7,74.99
2025-04-25,8,75.55
2025-04-25,9,78.78
2025-04-25,10,76.15
2025-04-25,11,84.12
2025-04-25,12,87.21
2025-04-25,13,102.71
2025-04-25,14,108.43
2025-04-25,15,117.63
2025-04-25,16,120.92
2025-04-25,17,116.01
2025-04-25,18,115.63
2025-04-25,19,97.25
2025-04-25,20,85.8
2025-04-25,21,74.75
2025-04-25,22,72.8
2025-04-25,23,72.61
2025-04-25,24,69.24
2025-04-25,25,71.36
2025-04-25,26,71.47
2025-04-25,27,70.06
2025-04-25,28,68.38
2025-04-25,29,67.34
2025-04-25,30,67.08
2025-04-25,31,68.13
2025-04-25,32,70.01
2025-04-25,33,68.3
2025-04-25,34,66.48
2025-04-25,35,85.78
2025-04-25,36,93.06
2025-04-25,37,102.09
2025-04-25,38,103.68
2025-04-25,39,108.58
2025-04-25,40,109.2
2025-04-25,41,100.9
2025-04-25,42,99.17
2025-04-25,43,92.36
2025-04-25,44,84.64
2025-04-25,45,86.78
2025-04-25,46,86.35
2025-04-25,47,78.38
2025-04-25,48,81.98
2025-04-26,1,86.49
2025-04-26,2,84.35
2025-04-26,3,79.65
2025-04-26,4,80.68
2025-04-26,5,82.74
2025-04-26,6,76.83
2025-04-26,7,79.38
2025-04-26,8,79.77
2025-04-26,9,81.0
2025-04-26,10,82.85
2025-04-26,11,84.3
2025-04-26,12,84.92
2025-04-26,13,84.46
2025-04-26,14,86.07
2025-04-26,15,87.49
2025-04-26,16,97.34
2025-04-26,17,102.14
2025-04-26,18,102.43
2025-04-26,19,101.59
2025-04-26,20,101.41
2025-04-26,21,100.54
2025-04-26,22,92.72
2025-04-26,23,77.92
2025-04-26,24,71.06
2025-04-26,25,70.28
2025-04-26,26,66.92
2025-04-26,27,61.97
2025-04-26,28,60.44
2025-04-26,29,60.15
2025-04-26,30,59.27
2025-04-26,31,54.85
2025-04-26,32,57.19
2025-04-26,33,59.98
2025-04-26,34,62.37
2025-04-26,35,75.67
2025-04-26,36,82.19
2025-04-26,37,85.48
2025-04-26,38,87.2
2025-04-26,39,94.52
2025-04-26,40,95.0
2025-04-26,41,96.35
2025-04-26,42,95.05
2025-04-26,43,87.58
2025-04-26,44,79.04
2025-04-26,45,76.01
2025-04-26,46,71.11
2025-04-26,47,79.35
2025-04-26,48,77.32
2025-04-27,1,67.22
2025-04-27,2,69.43
2025-04-27,3,65.11
2025-04-27,4,60.8
2025-04-27,5,62.06
2025-04-27,6,58.72
2025-04-27,7,59.3
2025-04-27,8,62.93
2025-04-27,9,66.25
2025-04-27,10,60.56
2025-04-27,11,64.03
2025-04-27,12,62.87
2025-04-27,13,57.86
2025-04-27,14,58.18
2025-04-27,15,26.75
2025-04-27,16,22.14
2025-04-27,17,19.31
2025-04-27,18,29.63
2025-04-27,19,39.43
2025-04-27,20,27.72
2025-04-27,21,15.77
2025-04-27,22,-5.37
2025-04-27,23,-11.66
2025-04-27,24,-11.99
2025-04-27,25,-4.54
2025-04-27,26,-12.02
2025-04-27,27,-24.68
2025-04-27,28,-27.75
2025-04-27,29,-30.2
2025-04-27,30,-35.48
2025-04-27,31,-12.74
2025-04-27,32,-8.24
2025-04-27,33,-6.27
2025-04-27,34,-3.99
2025-04-27,35,59.82
2025-04-27,36,66.44
2025-04-27,37,73.69
2025-04-27,38,73.21
2025-04-27,39,86.19
2025-04-27,40,87.09
2025-04-27,41,79.81
2025-04-27,42,81.33
2025-04-27,43,84.41
2025-04-27,44,75.2
2025-04-27,45,77.41
2025-04-27,46,72.48
2025-04-27,47,59.79
2025-04-27,48,62.69
2025-04-28,1,59.82
2025-04-28,2,54.82
2025-04-28,3,59.1
2025-04-28,4,66.94
2025-04-28,5,64.32
2025-04-28,6,62.32
2025-04-28,7,70.18
2025-04-28,8,71.39
2025-04-28,9,75.48
2025-04-28,10,77.28
2025-04-28,11,86.65
2025-04-28,12,84.45
2025-04-28,13,93.4
2025-04-28,14,101.73
2025-04-28,15,88.77
2025-04-28,16,92.17
2025-04-28,17,91.17
2025-04-28,18,85.13
2025-04-28,19,75.83
2025-04-28,20,71.3
2025-04-28,21,64.26
2025-04-28,22,62.36
2025-04-28,23,58.18
2025-04-28,24,58.82
2025-04-28,25,63.27
2025-04-28,26,64.1
2025-04-28,27,63.15
2025-04-28,28,65.24
2025-04-28,29,65.61
2025-04-28,30,65.54
2025-04-28,31,73.45
2025-04-28,32,75.95
2025-04-28,33,83.7
2025-04-28,34,77.75
2025-04-28,35,99.33
2025-04-28,36,100.7
2025-04-28,37,119.65
2025-04-28,38,123.67
2025-04-28,39,144.99
2025-04-28,40,151.52
2025-04-28,41,130.24
2025-04-28,42,126.67
2025-04-28,43,107.47
2025-04-28,44,100.62
2025-04-28,45,98.86
2025-04-28,46,90.15
2025-04-28,47,88.08
2025-04-28,48,91.58
2025-04-29,1,79.58
2025-04-29,2,77.66
2025-04-29,3,82.25
2025-04-29,4,86.16
2025-04-29,5,81.47
2025-04-29,6,78.39
2025-04-29,7,77.06
2025-04-29,8,78.71
2025-04-29,9,81.82
2025-04-29,10,80.3
2025-04-29,11,87.31
2025-04-29,12,96.88
2025-04-29,13,102.61
2025-04-29,14,107.9
2025-04-29,15,108.56
2025-04-29,16,106.31
